epoca,w1_0,w1_1,w1_2,w1_3,w1_4,w1_5,w1_6,w1_7,w1_8,w1_9,w1_10,w1_11,w1_12,w1_13,w1_14,w2_0,w2_1,w2_2,w2_3,w2_4,w2_5,w2_6,w2_7,w2_8,w2_9,b1_0,b1_1,b1_2,b1_3,b1_4,b2_0,b2_1
77.000000,0.128829,0.088065,0.105426,0.102562,-0.215403,0.099989,0.110377,0.115645,0.123065,-0.136782,0.166390,0.174226,0.150164,0.110882,-0.260709,-0.899618,0.930336,-0.801842,0.807608,-0.811139,0.787076,-0.592773,0.667168,2.459014,-2.379979,-0.892903,-0.750884,-0.744993,-0.529786,2.041072,1.115533,-1.208195
78.000000,0.128605,0.087900,0.105229,0.102337,-0.215387,0.100702,0.110919,0.116175,0.123443,-0.139150,0.166232,0.174082,0.150058,0.110822,-0.260096,-0.907290,0.938097,-0.808609,0.814450,-0.817866,0.793878,-0.598139,0.672585,2.481169,-2.402469,-0.904111,-0.760681,-0.754720,-0.537290,2.066655,1.122368,-1.215151
79.000000,0.128381,0.087736,0.105033,0.102114,-0.215334,0.101408,0.111455,0.116699,0.123817,-0.141501,0.166072,0.173934,0.149950,0.110760,-0.259488,-0.914856,0.945752,-0.815283,0.821198,-0.824502,0.800586,-0.603430,0.677928,2.502948,-2.424574,-0.915167,-0.770350,-0.764320,-0.544698,2.091815,1.129043,-1.221945
80.000000,0.128157,0.087574,0.104839,0.101894,-0.215249,0.102107,0.111984,0.117217,0.124186,-0.143827,0.165911,0.173784,0.149841,0.110696,-0.258887,-0.922321,0.953302,-0.821867,0.827854,-0.831048,0.807203,-0.608648,0.683197,2.524359,-2.446301,-0.926074,-0.779890,-0.773792,-0.552012,2.116559,1.135564,-1.228580
81.000000,0.127934,0.087414,0.104647,0.101677,-0.215135,0.102796,0.112507,0.117727,0.124550,-0.146124,0.165749,0.173632,0.149730,0.110632,-0.258299,-0.929683,0.960749,-0.828361,0.834418,-0.837505,0.813730,-0.613795,0.688393,2.545407,-2.467659,-0.936832,-0.789303,-0.783139,-0.559233,2.140892,1.141935,-1.235062
82.000000,0.127713,0.087258,0.104457,0.101463,-0.214995,0.103475,0.113021,0.118230,0.124906,-0.148388,0.165588,0.173480,0.149619,0.110568,-0.257727,-0.936947,0.968095,-0.834767,0.840894,-0.843874,0.820168,-0.618871,0.693518,2.566101,-2.488652,-0.947444,-0.798591,-0.792361,-0.566360,2.164822,1.148160,-1.241396
83.000000,0.127495,0.087104,0.104271,0.101253,-0.214831,0.104144,0.113526,0.118723,0.125257,-0.150614,0.165428,0.173327,0.149509,0.110503,-0.257173,-0.944112,0.975340,-0.841087,0.847281,-0.850157,0.826518,-0.623878,0.698572,2.586447,-2.509290,-0.957911,-0.807756,-0.801460,-0.573395,2.188353,1.154245,-1.247585
84.000000,0.127279,0.086955,0.104088,0.101046,-0.214645,0.104802,0.114022,0.119208,0.125600,-0.152800,0.165270,0.173175,0.149399,0.110440,-0.256641,-0.951180,0.982487,-0.847321,0.853582,-0.856356,0.832782,-0.628816,0.703557,2.606452,-2.529579,-0.968234,-0.816797,-0.810439,-0.580340,2.211495,1.160192,-1.253635
85.000000,0.127066,0.086809,0.103909,0.100845,-0.214441,0.105447,0.114509,0.119682,0.125935,-0.154942,0.165114,0.173025,0.149291,0.110377,-0.256132,-0.958153,0.989537,-0.853472,0.859797,-0.862471,0.838962,-0.633688,0.708475,2.626122,-2.549525,-0.978417,-0.825719,-0.819297,-0.587194,2.234252,1.166007,-1.259548
86.000000,0.126858,0.086668,0.103735,0.100647,-0.214220,0.106080,0.114985,0.120147,0.126264,-0.157038,0.164962,0.172876,0.149184,0.110315,-0.255647,-0.965032,0.996492,-0.859540,0.865929,-0.868504,0.845058,-0.638494,0.713326,2.645464,-2.569137,-0.988461,-0.834520,-0.828037,-0.593960,2.256631,1.171693,-1.265330
87.000000,0.126653,0.086532,0.103564,0.100455,-0.213984,0.106701,0.115452,0.120602,0.126584,-0.159088,0.164812,0.172728,0.149080,0.110255,-0.255189,-0.971819,1.003353,-0.865526,0.871977,-0.874456,0.851071,-0.643235,0.718111,2.664486,-2.588420,-0.998367,-0.843205,-0.836661,-0.600639,2.278641,1.177255,-1.270985
88.000000,0.126453,0.086400,0.103399,0.100267,-0.213735,0.107309,0.115907,0.121047,0.126897,-0.161090,0.164666,0.172583,0.148977,0.110196,-0.254756,-0.978515,1.010122,-0.871433,0.877945,-0.880328,0.857004,-0.647912,0.722831,2.683193,-2.607382,-1.008139,-0.851773,-0.845170,-0.607231,2.300286,1.182695,-1.276515
89.000000,0.126258,0.086274,0.103239,0.100084,-0.213474,0.107905,0.116353,0.121481,0.127202,-0.163043,0.164523,0.172440,0.148878,0.110138,-0.254350,-0.985122,1.016799,-0.877261,0.883833,-0.886123,0.862858,-0.652527,0.727488,2.701592,-2.626030,-1.017777,-0.860227,-0.853565,-0.613738,2.321574,1.188018,-1.281926
90.000000,0.126067,0.086153,0.103083,0.099906,-0.213204,0.108487,0.116788,0.121905,0.127499,-0.164948,0.164384,0.172299,0.148780,0.110082,-0.253972,-0.991641,1.023388,-0.883012,0.889642,-0.891840,0.868633,-0.657080,0.732083,2.719690,-2.644370,-1.027285,-0.868569,-0.861849,-0.620160,2.342512,1.193226,-1.287219
91.000000,0.125882,0.086037,0.102933,0.099734,-0.212926,0.109057,0.117213,0.122318,0.127788,-0.166803,0.164249,0.172160,0.148685,0.110028,-0.253620,-0.998074,1.029888,-0.888686,0.895373,-0.897482,0.874332,-0.661572,0.736616,2.737493,-2.662408,-1.036663,-0.876800,-0.870022,-0.626500,2.363107,1.198324,-1.292400
92.000000,0.125702,0.085926,0.102788,0.099567,-0.212640,0.109615,0.117627,0.122722,0.128069,-0.168610,0.164118,0.172024,0.148592,0.109975,-0.253294,-1.004421,1.036302,-0.894286,0.901029,-0.903049,0.879955,-0.666005,0.741088,2.755007,-2.680151,-1.045914,-0.884922,-0.878088,-0.632759,2.383364,1.203315,-1.297472
93.000000,0.125527,0.085821,0.102649,0.099405,-0.212349,0.110159,0.118031,0.123115,0.128343,-0.170369,0.163990,0.171891,0.148502,0.109924,-0.252994,-1.010685,1.042631,-0.899812,0.906610,-0.908544,0.885503,-0.670379,0.745502,2.772238,-2.697606,-1.055040,-0.892936,-0.886047,-0.638936,2.403292,1.208202,-1.302437
94.000000,0.125358,0.085721,0.102514,0.099248,-0.212053,0.110692,0.118426,0.123498,0.128610,-0.172081,0.163866,0.171760,0.148415,0.109875,-0.252720,-1.016866,1.048876,-0.905265,0.912117,-0.913966,0.890979,-0.674696,0.749857,2.789193,-2.714779,-1.064044,-0.900844,-0.893901,-0.645035,2.422895,1.212988,-1.307298
95.000000,0.125194,0.085627,0.102386,0.099097,-0.211753,0.111212,0.118810,0.123872,0.128869,-0.173747,0.163745,0.171631,0.148329,0.109827,-0.252470,-1.022967,1.055038,-0.910647,0.917552,-0.919317,0.896382,-0.678955,0.754155,2.805877,-2.731675,-1.072926,-0.908649,-0.901652,-0.651056,2.442181,1.217676,-1.312060
96.000000,0.125036,0.085538,0.102263,0.098950,-0.211451,0.111721,0.119185,0.124236,0.129121,-0.175367,0.163628,0.171505,0.148247,0.109781,-0.252244,-1.028988,1.061120,-0.915959,0.922915,-0.924598,0.901715,-0.683160,0.758396,2.822296,-2.748301,-1.081690,-0.916351,-0.909301,-0.657000,2.461156,1.222269,-1.316725
97.000000,0.124883,0.085455,0.102145,0.098810,-0.211147,0.112218,0.119550,0.124591,0.129366,-0.176944,0.163514,0.171381,0.148166,0.109736,-0.252040,-1.034930,1.067122,-0.921202,0.928209,-0.929811,0.906978,-0.687309,0.762582,2.838457,-2.764663,-1.090337,-0.923953,-0.916850,-0.662868,2.479826,1.226770,-1.321295
98.000000,0.124737,0.085377,0.102033,0.098674,-0.210841,0.112703,0.119906,0.124937,0.129604,-0.178477,0.163404,0.171259,0.148087,0.109692,-0.251858,-1.040795,1.073046,-0.926378,0.933434,-0.934957,0.912173,-0.691405,0.766713,2.854363,-2.780767,-1.098868,-0.931455,-0.924301,-0.668662,2.498197,1.231181,-1.325775
99.000000,0.124596,0.085305,0.101926,0.098543,-0.210536,0.113178,0.120254,0.125274,0.129836,-0.179968,0.163296,0.171139,0.148011,0.109650,-0.251697,-1.046585,1.078893,-0.931486,0.938591,-0.940036,0.917300,-0.695447,0.770790,2.870022,-2.796618,-1.107287,-0.938860,-0.931656,-0.674383,2.516276,1.235505,-1.330165
100.000000,0.124460,0.085238,0.101825,0.098418,-0.210231,0.113642,0.120593,0.125603,0.130061,-0.181419,0.163192,0.171022,0.147936,0.109609,-0.251555,-1.052300,1.084664,-0.936529,0.943681,-0.945050,0.922361,-0.699438,0.774815,2.885438,-2.812221,-1.115595,-0.946169,-0.938916,-0.680032,2.534069,1.239745,-1.334469
101.000000,0.124330,0.085177,0.101729,0.098298,-0.209927,0.114095,0.120923,0.125923,0.130280,-0.182830,0.163090,0.170906,0.147864,0.109569,-0.251432,-1.057942,1.090360,-0.941508,0.948706,-0.950000,0.927357,-0.703378,0.778788,2.900617,-2.827583,-1.123793,-0.953385,-0.946082,-0.685610,2.551581,1.243903,-1.338689
102.000000,0.124206,0.085120,0.101639,0.098182,-0.209624,0.114539,0.121245,0.126235,0.130493,-0.184204,0.162991,0.170792,0.147793,0.109530,-0.251327,-1.063512,1.095984,-0.946423,0.953667,-0.954887,0.932290,-0.707267,0.782711,2.915564,-2.842708,-1.131885,-0.960507,-0.953156,-0.691119,2.568818,1.247981,-1.342829
103.000000,0.124088,0.085069,0.101553,0.098072,-0.209324,0.114972,0.121559,0.126539,0.130700,-0.185541,0.162894,0.170680,0.147723,0.109492,-0.251238,-1.069011,1.101536,-0.951276,0.958565,-0.959712,0.937159,-0.711106,0.786583,2.930284,-2.857601,-1.139871,-0.967539,-0.960140,-0.696559,2.585786,1.251982,-1.346889
104.000000,0.123975,0.085023,0.101473,0.097966,-0.209026,0.115396,0.121866,0.126836,0.130901,-0.186842,0.162800,0.170570,0.147656,0.109455,-0.251164,-1.074440,1.107017,-0.956067,0.963400,-0.964477,0.941967,-0.714897,0.790406,2.944781,-2.872269,-1.147753,-0.974481,-0.967036,-0.701932,2.602490,1.255908,-1.350873
105.000000,0.123867,0.084982,0.101398,0.097865,-0.208731,0.115811,0.122165,0.127126,0.131097,-0.188110,0.162708,0.170461,0.147589,0.109419,-0.251106,-1.079801,1.112428,-0.960798,0.968174,-0.969181,0.946714,-0.718641,0.794180,2.959061,-2.886715,-1.155534,-0.981336,-0.973844,-0.707238,2.618937,1.259761,-1.354782
106.000000,0.123764,0.084946,0.101328,0.097769,-0.208440,0.116217,0.122457,0.127409,0.131288,-0.189344,0.162618,0.170354,0.147525,0.109383,-0.251061,-1.085095,1.117772,-0.965470,0.972888,-0.973826,0.951401,-0.722337,0.797907,2.973129,-2.900944,-1.163215,-0.988104,-0.980566,-0.712480,2.635130,1.263543,-1.358619
107.000000,0.123667,0.084915,0.101263,0.097677,-0.208152,0.116614,0.122743,0.127684,0.131474,-0.190546,0.162531,0.170248,0.147461,0.109349,-0.251029,-1.090322,1.123048,-0.970084,0.977544,-0.978414,0.956030,-0.725987,0.801587,2.986988,-2.914962,-1.170798,-0.994787,-0.987205,-0.717657,2.651076,1.267256,-1.362385
108.000000,0.123575,0.084888,0.101202,0.097590,-0.207869,0.117003,0.123021,0.127954,0.131654,-0.191718,0.162445,0.170144,0.147398,0.109315,-0.251009,-1.095485,1.128258,-0.974641,0.982141,-0.982944,0.960601,-0.729592,0.805221,3.000644,-2.928772,-1.178284,-1.001387,-0.993760,-0.722772,2.666780,1.270902,-1.366083
109.000000,0.123489,0.084866,0.101146,0.097508,-0.207590,0.117384,0.123294,0.128216,0.131830,-0.192860,0.162361,0.170041,0.147337,0.109281,-0.251000,-1.100583,1.133404,-0.979141,0.986681,-0.987419,0.965115,-0.733152,0.808810,3.014100,-2.942379,-1.185676,-1.007905,-1.000235,-0.727824,2.682247,1.274483,-1.369715
110.000000,0.123407,0.084849,0.101095,0.097429,-0.207316,0.117756,0.123560,0.128473,0.132001,-0.193974,0.162279,0.169939,0.147277,0.109248,-0.251001,-1.105619,1.138485,-0.983586,0.991165,-0.991839,0.969574,-0.736668,0.812355,3.027362,-2.955789,-1.192974,-1.014343,-1.006629,-0.732816,2.697481,1.278000,-1.373282
111.000000,0.123330,0.084836,0.101049,0.097355,-0.207046,0.118122,0.123819,0.128724,0.132168,-0.195060,0.162198,0.169839,0.147218,0.109216,-0.251013,-1.110593,1.143504,-0.987977,0.995594,-0.996205,0.973978,-0.740141,0.815856,3.040433,-2.969004,-1.200181,-1.020701,-1.012945,-0.737748,2.712488,1.281456,-1.376786
112.000000,0.123258,0.084828,0.101007,0.097285,-0.206782,0.118480,0.124074,0.128969,0.132331,-0.196119,0.162119,0.169739,0.147159,0.109184,-0.251033,-1.115507,1.148462,-0.992314,0.999968,-1.000517,0.978328,-0.743572,0.819314,3.053317,-2.982029,-1.207299,-1.026982,-1.019184,-0.742621,2.727272,1.284852,-1.380229
113.000000,0.123191,0.084823,0.100969,0.097219,-0.206523,0.118830,0.124322,0.129209,0.132490,-0.197153,0.162042,0.169641,0.147102,0.109153,-0.251061,-1.120360,1.153359,-0.996599,1.004290,-1.004778,0.982625,-0.746961,0.822730,3.066018,-2.994868,-1.214328,-1.033186,-1.025347,-0.747437,2.741838,1.288189,-1.383612
114.000000,0.123128,0.084823,0.100936,0.097157,-0.206270,0.119174,0.124565,0.129443,0.132644,-0.198163,0.161966,0.169543,0.147045,0.109122,-0.251097,-1.125156,1.158197,-1.000832,1.008559,-1.008987,0.986870,-0.750309,0.826105,3.078540,-3.007525,-1.221270,-1.039315,-1.031435,-0.752195,2.756190,1.291470,-1.386937
115.000000,0.123070,0.084827,0.100906,0.097099,-0.206022,0.119511,0.124803,0.129672,0.132795,-0.199148,0.161891,0.169447,0.146989,0.109091,-0.251140,-1.129893,1.162976,-1.005014,1.012777,-1.013146,0.991064,-0.753617,0.829439,3.090888,-3.020004,-1.228127,-1.045370,-1.037450,-0.756898,2.770333,1.294695,-1.390206
116.000000,0.123016,0.084834,0.100881,0.097045,-0.205780,0.119842,0.125036,0.129896,0.132942,-0.200111,0.161818,0.169352,0.146934,0.109061,-0.251189,-1.134574,1.167698,-1.009146,1.016944,-1.017255,0.995208,-0.756885,0.832733,3.103063,-3.032309,-1.234901,-1.051353,-1.043393,-0.761546,2.784271,1.297867,-1.393420
117.000000,0.122967,0.084846,0.100860,0.096994,-0.205544,0.120166,0.125264,0.130116,0.133086,-0.201051,0.161746,0.169257,0.146880,0.109031,-0.251245,-1.139199,1.172363,-1.013230,1.021062,-1.021315,0.999302,-0.760115,0.835987,3.115071,-3.044443,-1.241593,-1.057265,-1.049266,-0.766140,2.798008,1.300986,-1.396581
118.000000,0.122922,0.084861,0.100842,0.096947,-0.205314,0.120484,0.125487,0.130330,0.133226,-0.201970,0.161675,0.169163,0.146826,0.109001,-0.251306,-1.143770,1.176973,-1.017265,1.025131,-1.025328,1.003348,-0.763306,0.839203,3.126915,-3.056411,-1.248204,-1.063107,-1.055069,-0.770681,2.811549,1.304054,-1.399689
119.000000,0.122881,0.084880,0.100828,0.096903,-0.205090,0.120797,0.125706,0.130541,0.133362,-0.202868,0.161605,0.169071,0.146773,0.108972,-0.251372,-1.148287,1.181529,-1.021253,1.029152,-1.029293,1.007346,-0.766460,0.842381,3.138598,-3.068214,-1.254735,-1.068879,-1.060804,-0.775169,2.824897,1.307072,-1.402747
120.000000,0.122844,0.084902,0.100818,0.096863,-0.204873,0.121103,0.125920,0.130747,0.133496,-0.203746,0.161536,0.168979,0.146720,0.108943,-0.251443,-1.152750,1.186031,-1.025194,1.033125,-1.033212,1.011298,-0.769576,0.845522,3.150123,-3.079858,-1.261189,-1.074585,-1.066471,-0.779607,2.838056,1.310041,-1.405755
121.000000,0.122811,0.084928,0.100811,0.096826,-0.204661,0.121404,0.126130,0.130948,0.133626,-0.204605,0.161468,0.168887,0.146668,0.108914,-0.251519,-1.157162,1.190480,-1.029089,1.037053,-1.037086,1.015203,-0.772657,0.848626,3.161494,-3.091344,-1.267566,-1.080224,-1.072073,-0.783994,2.851031,1.312964,-1.408715
122.000000,0.122782,0.084956,0.100808,0.096792,-0.204456,0.121700,0.126336,0.131146,0.133754,-0.205445,0.161401,0.168797,0.146617,0.108885,-0.251598,-1.161523,1.194877,-1.032940,1.040935,-1.040915,1.019063,-0.775701,0.851694,3.172713,-3.102677,-1.273868,-1.085797,-1.077610,-0.788331,2.863825,1.315840,-1.411628
123.000000,0.122756,0.084988,0.100808,0.096761,-0.204256,0.121991,0.126538,0.131340,0.133879,-0.206267,0.161335,0.168708,0.146566,0.108857,-0.251680,-1.165834,1.199224,-1.036746,1.044772,-1.044700,1.022879,-0.778711,0.854726,3.183784,-3.113860,-1.280096,-1.091307,-1.083083,-0.792620,2.876441,1.318671,-1.414496
124.000000,0.122734,0.085023,0.100811,0.096734,-0.204063,0.122276,0.126736,0.131530,0.134000,-0.207072,0.161270,0.168619,0.146516,0.108829,-0.251766,-1.170095,1.203521,-1.040509,1.048565,-1.048442,1.026651,-0.781686,0.857724,3.194711,-3.124895,-1.286252,-1.096753,-1.088494,-0.796861,2.888884,1.321459,-1.417318
125.000000,0.122716,0.085062,0.100817,0.096709,-0.203877,0.122557,0.126930,0.131716,0.134120,-0.207859,0.161206,0.168531,0.146466,0.108801,-0.251855,-1.174308,1.207768,-1.044229,1.052314,-1.052141,1.030380,-0.784628,0.860687,3.205495,-3.135785,-1.292336,-1.102137,-1.093843,-0.801054,2.901156,1.324203,-1.420097
126.000000,0.122701,0.085102,0.100827,0.096687,-0.203696,0.122832,0.127121,0.131898,0.134236,-0.208630,0.161143,0.168443,0.146416,0.108773,-0.251947,-1.178473,1.211968,-1.047907,1.056022,-1.055798,1.034066,-0.787536,0.863616,3.216139,-3.146534,-1.298350,-1.107461,-1.099132,-0.805202,2.913262,1.326906,-1.422834
127.000000,0.122689,0.085146,0.100839,0.096668,-0.203522,0.123103,0.127308,0.132078,0.134350,-0.209386,0.161081,0.168357,0.146368,0.108746,-0.252041,-1.182592,1.216120,-1.051543,1.059687,-1.059415,1.037711,-0.790411,0.866513,3.226648,-3.157145,-1.304296,-1.112724,-1.104361,-0.809303,2.925204,1.329569,-1.425529
128.000000,0.122681,0.085193,0.100854,0.096651,-0.203354,0.123370,0.127492,0.132254,0.134462,-0.210126,0.161019,0.168271,0.146319,0.108719,-0.252138,-1.186664,1.220225,-1.055139,1.063311,-1.062991,1.041315,-0.793254,0.869377,3.237022,-3.167620,-1.310173,-1.117929,-1.109532,-0.813361,2.936985,1.332191,-1.428183
129.000000,0.122675,0.085242,0.100872,0.096638,-0.203191,0.123632,0.127672,0.132426,0.134571,-0.210851,0.160959,0.168185,0.146271,0.108692,-0.252236,-1.190691,1.224284,-1.058695,1.066895,-1.066527,1.044879,-0.796065,0.872209,3.247265,-3.177961,-1.315984,-1.123076,-1.114645,-0.817374,2.948610,1.334775,-1.430799
130.000000,0.122673,0.085293,0.100893,0.096626,-0.203035,0.123890,0.127849,0.132596,0.134678,-0.211561,0.160899,0.168101,0.146224,0.108665,-0.252336,-1.194673,1.228298,-1.062212,1.070439,-1.070025,1.048404,-0.798845,0.875009,3.257380,-3.188172,-1.321730,-1.128166,-1.119702,-0.821343,2.960080,1.337321,-1.433375
131.000000,0.122674,0.085347,0.100916,0.096617,-0.202885,0.124144,0.128023,0.132762,0.134783,-0.212258,0.160840,0.168017,0.146177,0.108638,-0.252438,-1.198611,1.232268,-1.065691,1.073944,-1.073484,1.051890,-0.801595,0.877778,3.267368,-3.198255,-1.327412,-1.133200,-1.124704,-0.825270,2.971400,1.339830,-1.435914
132.000000,0.122677,0.085403,0.100942,0.096611,-0.202741,0.124394,0.128194,0.132926,0.134886,-0.212940,0.160782,0.167934,0.146131,0.108612,-0.252541,-1.202507,1.236194,-1.069131,1.077411,-1.076905,1.055337,-0.804314,0.880517,3.277233,-3.208213,-1.333030,-1.138179,-1.129651,-0.829155,2.982571,1.342303,-1.438416
133.000000,0.122683,0.085462,0.100970,0.096607,-0.202603,0.124640,0.128363,0.133087,0.134986,-0.213610,0.160724,0.167851,0.146085,0.108586,-0.252646,-1.206360,1.240078,-1.072534,1.080840,-1.080289,1.058747,-0.807004,0.883227,3.286977,-3.218047,-1.338586,-1.143104,-1.134544,-0.832999,2.993598,1.344740,-1.440883
134.000000,0.122692,0.085522,0.101000,0.096605,-0.202470,0.124882,0.128528,0.133244,0.135085,-0.214267,0.160668,0.167770,0.146039,0.108560,-0.252752,-1.210171,1.243919,-1.075900,1.084232,-1.083637,1.062120,-0.809665,0.885906,3.296602,-3.227761,-1.344082,-1.147976,-1.139384,-0.836803,3.004482,1.347143,-1.443314
135.000000,0.122704,0.085585,0.101033,0.096605,-0.202344,0.125120,0.128691,0.133400,0.135182,-0.214911,0.160612,0.167688,0.145994,0.108534,-0.252859,-1.213942,1.247719,-1.079230,1.087587,-1.086949,1.065457,-0.812297,0.888557,3.306110,-3.237357,-1.349517,-1.152795,-1.144173,-0.840567,3.015227,1.349513,-1.445711
136.000000,0.122718,0.085650,0.101068,0.096607,-0.202222,0.125355,0.128850,0.133552,0.135277,-0.215543,0.160557,0.167608,0.145949,0.108509,-0.252967,-1.217672,1.251478,-1.082525,1.090907,-1.090225,1.068758,-0.814901,0.891179,3.315504,-3.246836,-1.354893,-1.157563,-1.148910,-0.844291,3.025834,1.351850,-1.448074
137.000000,0.122734,0.085716,0.101105,0.096611,-0.202107,0.125586,0.129008,0.133702,0.135370,-0.216164,0.160502,0.167528,0.145905,0.108483,-0.253075,-1.221363,1.255197,-1.085784,1.094191,-1.093467,1.072024,-0.817477,0.893774,3.324785,-3.256202,-1.360211,-1.162281,-1.153597,-0.847977,3.036308,1.354154,-1.450405
138.000000,0.122753,0.085785,0.101143,0.096617,-0.201996,0.125814,0.129163,0.133850,0.135461,-0.216773,0.160449,0.167449,0.145861,0.108458,-0.253185,-1.225014,1.258876,-1.089010,1.097440,-1.096674,1.075255,-0.820026,0.896341,3.333957,-3.265456,-1.365473,-1.166949,-1.158235,-0.851625,3.046650,1.356427,-1.452703
139.000000,0.122774,0.085855,0.101184,0.096625,-0.201892,0.126039,0.129315,0.133995,0.135551,-0.217371,0.160396,0.167371,0.145818,0.108433,-0.253295,-1.228627,1.262517,-1.092201,1.100655,-1.099848,1.078453,-0.822548,0.898880,3.343021,-3.274601,-1.370678,-1.171568,-1.162825,-0.855235,3.056862,1.358669,-1.454971
140.000000,0.122797,0.085927,0.101227,0.096635,-0.201792,0.126260,0.129465,0.134138,0.135639,-0.217958,0.160344,0.167293,0.145775,0.108409,-0.253405,-1.232203,1.266120,-1.095360,1.103837,-1.102989,1.081617,-0.825044,0.901394,3.351978,-3.283638,-1.375828,-1.176139,-1.167366,-0.858809,3.066949,1.360881,-1.457207
141.000000,0.122822,0.086000,0.101271,0.096647,-0.201698,0.126478,0.129613,0.134279,0.135725,-0.218535,0.160292,0.167216,0.145733,0.108385,-0.253517,-1.235741,1.269685,-1.098485,1.106985,-1.106098,1.084748,-0.827514,0.903881,3.360832,-3.292570,-1.380924,-1.180662,-1.171861,-0.862347,3.076910,1.363064,-1.459414
142.000000,0.122850,0.086075,0.101318,0.096660,-0.201608,0.126693,0.129758,0.134418,0.135810,-0.219101,0.160241,0.167140,0.145691,0.108360,-0.253628,-1.239243,1.273213,-1.101579,1.110101,-1.109174,1.087847,-0.829958,0.906342,3.369583,-3.301398,-1.385966,-1.185139,-1.176309,-0.865849,3.086750,1.365218,-1.461592
143.000000,0.122879,0.086152,0.101366,0.096675,-0.201524,0.126905,0.129902,0.134554,0.135893,-0.219658,0.160191,0.167065,0.145650,0.108337,-0.253740,-1.242709,1.276705,-1.104641,1.113185,-1.112219,1.090914,-0.832378,0.908778,3.378235,-3.310125,-1.390956,-1.189570,-1.180712,-0.869316,3.096470,1.367344,-1.463741
144.000000,0.122910,0.086230,0.101415,0.096691,-0.201444,0.127115,0.130043,0.134688,0.135975,-0.220204,0.160142,0.166990,0.145609,0.108313,-0.253852,-1.246140,1.280161,-1.107671,1.116238,-1.115233,1.093950,-0.834772,0.911189,3.386788,-3.318752,-1.395894,-1.193957,-1.185070,-0.872748,3.106073,1.369442,-1.465862
145.000000,0.122943,0.086309,0.101466,0.096709,-0.201369,0.127321,0.130182,0.134821,0.136055,-0.220742,0.160093,0.166916,0.145569,0.108290,-0.253964,-1.249536,1.283582,-1.110671,1.119260,-1.118217,1.096955,-0.837143,0.913575,3.395244,-3.327281,-1.400782,-1.198298,-1.189384,-0.876147,3.115560,1.371513,-1.467955
