epoca,w1_0,w1_1,w1_2,w1_3,w1_4,w1_5,w1_6,w1_7,w1_8,w2_0,w2_1,w2_2,w2_3,w2_4,w2_5,w2_6,w2_7,w2_8,b1_0,b1_1,b1_2,b2_0,b2_1,b2_2
100.000000,-1.254279,-1.197998,0.118439,0.505396,0.377205,0.188560,0.518951,0.597253,0.418742,-0.034710,-2.227771,2.155743,-0.353329,-1.823463,1.933922,-2.882364,2.176798,-0.050884,-0.610874,-0.831641,-2.475395,1.363361,-0.769122,-2.316725
101.000000,-1.253595,-1.198436,0.117508,0.504689,0.376131,0.191740,0.520037,0.599561,0.420092,-0.028730,-2.239197,2.161691,-0.350725,-1.833759,1.942520,-2.914886,2.197995,-0.038394,-0.614463,-0.838501,-2.509600,1.379652,-0.777236,-2.335413
102.000000,-1.252863,-1.198789,0.116744,0.503990,0.375055,0.194864,0.521072,0.601821,0.421291,-0.022866,-2.250447,2.167491,-0.348223,-1.843885,1.950975,-2.947058,2.219025,-0.025929,-0.618011,-0.845324,-2.543436,1.395736,-0.785344,-2.353899
103.000000,-1.252084,-1.199061,0.116130,0.503301,0.373980,0.197932,0.522056,0.604034,0.422354,-0.017120,-2.261527,2.173148,-0.345821,-1.853846,1.959292,-2.978880,2.239888,-0.013490,-0.621520,-0.852111,-2.576901,1.411612,-0.793441,-2.372186
104.000000,-1.251264,-1.199258,0.115654,0.502624,0.372907,0.200945,0.522991,0.606199,0.423291,-0.011490,-2.272439,2.178667,-0.343517,-1.863647,1.967476,-3.010353,2.260582,-0.001079,-0.624993,-0.858862,-2.609996,1.427283,-0.801522,-2.390277
105.000000,-1.250404,-1.199383,0.115303,0.501960,0.371838,0.203905,0.523875,0.608318,0.424116,-0.005974,-2.283188,2.184053,-0.341308,-1.873290,1.975531,-3.041476,2.281107,0.011303,-0.628430,-0.865579,-2.642722,1.442747,-0.809584,-2.408175
106.000000,-1.249509,-1.199440,0.115065,0.501311,0.370774,0.206811,0.524712,0.610391,0.424838,-0.000572,-2.293778,2.189313,-0.339193,-1.882782,1.983462,-3.072250,2.301463,0.023652,-0.631833,-0.872262,-2.675080,1.458007,-0.817622,-2.425881
107.000000,-1.248582,-1.199433,0.114928,0.500678,0.369716,0.209664,0.525500,0.612418,0.425468,0.004718,-2.304212,2.194449,-0.337169,-1.892124,1.991271,-3.102677,2.321649,0.035969,-0.635202,-0.878911,-2.707071,1.473063,-0.825633,-2.443400
108.000000,-1.247625,-1.199366,0.114882,0.500063,0.368667,0.212465,0.526241,0.614400,0.426015,0.009898,-2.314494,2.199468,-0.335234,-1.901322,1.998964,-3.132757,2.341665,0.048252,-0.638540,-0.885527,-2.738697,1.487916,-0.833614,-2.460733
109.000000,-1.246641,-1.199242,0.114919,0.499466,0.367627,0.215214,0.526937,0.616338,0.426489,0.014970,-2.324628,2.204372,-0.333386,-1.910380,2.006544,-3.162493,2.361511,0.060499,-0.641848,-0.892111,-2.769960,1.502569,-0.841560,-2.477884
110.000000,-1.245633,-1.199065,0.115029,0.498889,0.366597,0.217910,0.527586,0.618232,0.426897,0.019935,-2.334618,2.209167,-0.331622,-1.919300,2.014013,-3.191886,2.381187,0.072709,-0.645126,-0.898663,-2.800863,1.517023,-0.849469,-2.494855
111.000000,-1.244603,-1.198837,0.115205,0.498333,0.365579,0.220555,0.528191,0.620083,0.427248,0.024795,-2.344466,2.213856,-0.329941,-1.928086,2.021375,-3.220938,2.400695,0.084881,-0.648375,-0.905184,-2.831407,1.531280,-0.857339,-2.511650
112.000000,-1.243553,-1.198561,0.115440,0.497799,0.364573,0.223147,0.528752,0.621890,0.427549,0.029552,-2.354177,2.218442,-0.328339,-1.936743,2.028634,-3.249652,2.420034,0.097014,-0.651597,-0.911674,-2.861595,1.545341,-0.865166,-2.528271
113.000000,-1.242485,-1.198240,0.115727,0.497287,0.363580,0.225688,0.529270,0.623656,0.427806,0.034209,-2.363753,2.222929,-0.326815,-1.945273,2.035792,-3.278030,2.439205,0.109107,-0.654793,-0.918133,-2.891431,1.559209,-0.872948,-2.544721
114.000000,-1.241402,-1.197878,0.116060,0.496799,0.362601,0.228177,0.529746,0.625380,0.428026,0.038767,-2.373199,2.227320,-0.325366,-1.953679,2.042853,-3.306075,2.458209,0.121158,-0.657963,-0.924562,-2.920918,1.572885,-0.880683,-2.561003
115.000000,-1.240305,-1.197475,0.116434,0.496335,0.361638,0.230614,0.530180,0.627063,0.428213,0.043228,-2.382516,2.231619,-0.323991,-1.961965,2.049818,-3.333791,2.477047,0.133168,-0.661108,-0.930961,-2.950058,1.586373,-0.888369,-2.577120
116.000000,-1.239196,-1.197036,0.116844,0.495895,0.360689,0.233000,0.530574,0.628705,0.428374,0.047594,-2.391708,2.235829,-0.322686,-1.970134,2.056690,-3.361180,2.495720,0.145134,-0.664229,-0.937331,-2.978855,1.599674,-0.896004,-2.593074
117.000000,-1.238077,-1.196561,0.117285,0.495480,0.359757,0.235335,0.530928,0.630308,0.428513,0.051867,-2.400778,2.239952,-0.321449,-1.978189,2.063472,-3.388245,2.514229,0.157057,-0.667326,-0.943671,-3.007313,1.612790,-0.903587,-2.608869
118.000000,-1.236950,-1.196054,0.117753,0.495091,0.358842,0.237619,0.531243,0.631871,0.428634,0.056050,-2.409729,2.243991,-0.320279,-1.986132,2.070167,-3.414990,2.532574,0.168935,-0.670401,-0.949983,-3.035435,1.625725,-0.911117,-2.624506
119.000000,-1.235815,-1.195515,0.118244,0.494727,0.357944,0.239854,0.531519,0.633395,0.428741,0.060144,-2.418564,2.247949,-0.319174,-1.993968,2.076776,-3.441418,2.550758,0.180767,-0.673453,-0.956266,-3.063226,1.638480,-0.918591,-2.639990
120.000000,-1.234675,-1.194948,0.118755,0.494390,0.357063,0.242039,0.531759,0.634882,0.428837,0.064152,-2.427286,2.251829,-0.318131,-2.001697,2.083302,-3.467533,2.568781,0.192554,-0.676484,-0.962521,-3.090689,1.651059,-0.926009,-2.655322
121.000000,-1.233530,-1.194354,0.119283,0.494080,0.356201,0.244175,0.531962,0.636330,0.428925,0.068075,-2.435896,2.255632,-0.317148,-2.009323,2.089747,-3.493338,2.586645,0.204294,-0.679494,-0.968747,-3.117829,1.663464,-0.933370,-2.670505
122.000000,-1.232382,-1.193735,0.119824,0.493796,0.355356,0.246263,0.532129,0.637742,0.429008,0.071916,-2.444399,2.259361,-0.316223,-2.016849,2.096113,-3.518838,2.604351,0.215987,-0.682483,-0.974946,-3.144648,1.675697,-0.940673,-2.685541
123.000000,-1.231233,-1.193092,0.120376,0.493539,0.354531,0.248305,0.532262,0.639117,0.429088,0.075676,-2.452795,2.263018,-0.315355,-2.024277,2.102401,-3.544035,2.621900,0.227632,-0.685452,-0.981117,-3.171153,1.687762,-0.947918,-2.700434
124.000000,-1.230082,-1.192427,0.120937,0.493310,0.353725,0.250301,0.532360,0.640456,0.429166,0.079358,-2.461088,2.266606,-0.314541,-2.031609,2.108615,-3.568934,2.639294,0.239229,-0.688401,-0.987260,-3.197346,1.699661,-0.955104,-2.715185
125.000000,-1.228932,-1.191742,0.121503,0.493107,0.352937,0.252252,0.532425,0.641760,0.429246,0.082963,-2.469281,2.270126,-0.313780,-2.038848,2.114755,-3.593539,2.656534,0.250778,-0.691331,-0.993376,-3.223233,1.711396,-0.962231,-2.729797
126.000000,-1.227783,-1.191038,0.122074,0.492931,0.352169,0.254160,0.532458,0.643029,0.429327,0.086493,-2.477375,2.273580,-0.313070,-2.045995,2.120824,-3.617853,2.673622,0.262277,-0.694241,-0.999465,-3.248816,1.722970,-0.969298,-2.744272
127.000000,-1.226636,-1.190316,0.122648,0.492783,0.351421,0.256025,0.532458,0.644264,0.429411,0.089951,-2.485372,2.276971,-0.312409,-2.053054,2.126822,-3.641880,2.690559,0.273727,-0.697133,-1.005527,-3.274102,1.734387,-0.976305,-2.758614
128.000000,-1.225492,-1.189577,0.123222,0.492662,0.350692,0.257850,0.532428,0.645465,0.429500,0.093337,-2.493275,2.280299,-0.311796,-2.060027,2.132753,-3.665625,2.707347,0.285127,-0.700007,-1.011562,-3.299094,1.745648,-0.983251,-2.772823
129.000000,-1.224353,-1.188824,0.123795,0.492568,0.349984,0.259635,0.532368,0.646634,0.429593,0.096654,-2.501087,2.283568,-0.311228,-2.066914,2.138616,-3.689091,2.723987,0.296477,-0.702863,-1.017570,-3.323796,1.756757,-0.990138,-2.786903
130.000000,-1.223217,-1.188056,0.124366,0.492501,0.349295,0.261382,0.532277,0.647769,0.429692,0.099904,-2.508808,2.286778,-0.310705,-2.073719,2.144415,-3.712282,2.740481,0.307777,-0.705700,-1.023552,-3.348213,1.767715,-0.996964,-2.800855
131.000000,-1.222087,-1.187276,0.124934,0.492461,0.348626,0.263092,0.532159,0.648873,0.429797,0.103088,-2.516442,2.289931,-0.310224,-2.080443,2.150150,-3.735203,2.756831,0.319026,-0.708520,-1.029507,-3.372349,1.778526,-1.003730,-2.814682
132.000000,-1.220963,-1.186483,0.125496,0.492447,0.347976,0.264767,0.532012,0.649945,0.429908,0.106208,-2.523989,2.293028,-0.309785,-2.087088,2.155823,-3.757856,2.773037,0.330224,-0.711323,-1.035436,-3.396208,1.789193,-1.010435,-2.828386
133.000000,-1.219846,-1.185680,0.126054,0.492461,0.347347,0.266407,0.531837,0.650986,0.430025,0.109266,-2.531453,2.296072,-0.309385,-2.093656,2.161436,-3.780247,2.789103,0.341371,-0.714108,-1.041339,-3.419796,1.799717,-1.017081,-2.841968
134.000000,-1.218736,-1.184867,0.126605,0.492500,0.346738,0.268015,0.531637,0.651997,0.430149,0.112263,-2.538834,2.299063,-0.309024,-2.100149,2.166989,-3.802378,2.805028,0.352466,-0.716877,-1.047216,-3.443115,1.810102,-1.023668,-2.855432
135.000000,-1.217634,-1.184044,0.127149,0.492566,0.346148,0.269591,0.531410,0.652978,0.430279,0.115201,-2.546134,2.302003,-0.308699,-2.106569,2.172484,-3.824254,2.820815,0.363510,-0.719628,-1.053067,-3.466171,1.820350,-1.030194,-2.868779
136.000000,-1.216540,-1.183214,0.127685,0.492658,0.345579,0.271137,0.531157,0.653930,0.430415,0.118081,-2.553356,2.304894,-0.308411,-2.112916,2.177922,-3.845880,2.836466,0.374503,-0.722363,-1.058892,-3.488967,1.830463,-1.036662,-2.882010
137.000000,-1.215455,-1.182376,0.128212,0.492775,0.345029,0.272654,0.530881,0.654853,0.430558,0.120905,-2.560501,2.307736,-0.308156,-2.119193,2.183305,-3.867257,2.851982,0.385444,-0.725081,-1.064692,-3.511508,1.840444,-1.043071,-2.895128
138.000000,-1.214379,-1.181532,0.128731,0.492918,0.344498,0.274143,0.530580,0.655748,0.430707,0.123674,-2.567571,2.310531,-0.307935,-2.125401,2.188634,-3.888391,2.867364,0.396333,-0.727783,-1.070466,-3.533797,1.850296,-1.049421,-2.908135
139.000000,-1.213313,-1.180682,0.129240,0.493086,0.343987,0.275606,0.530256,0.656615,0.430862,0.126391,-2.574567,2.313280,-0.307745,-2.131542,2.193909,-3.909286,2.882614,0.407170,-0.730468,-1.076214,-3.555840,1.860020,-1.055714,-2.921033
140.000000,-1.212257,-1.179827,0.129740,0.493280,0.343495,0.277044,0.529909,0.657454,0.431022,0.129055,-2.581490,2.315984,-0.307587,-2.137617,2.199133,-3.929944,2.897735,0.417956,-0.733137,-1.081938,-3.577639,1.869619,-1.061949,-2.933823
141.000000,-1.211212,-1.178967,0.130229,0.493498,0.343023,0.278457,0.529540,0.658268,0.431187,0.131669,-2.588343,2.318645,-0.307457,-2.143627,2.204306,-3.950370,2.912726,0.428689,-0.735789,-1.087636,-3.599199,1.879095,-1.068127,-2.946507
142.000000,-1.210177,-1.178103,0.130708,0.493740,0.342569,0.279848,0.529150,0.659055,0.431357,0.134234,-2.595127,2.321263,-0.307357,-2.149575,2.209429,-3.970567,2.927591,0.439370,-0.738426,-1.093308,-3.620524,1.888451,-1.074248,-2.959087
143.000000,-1.209154,-1.177236,0.131177,0.494006,0.342135,0.281217,0.528739,0.659816,0.431532,0.136751,-2.601842,2.323839,-0.307284,-2.155460,2.214503,-3.990539,2.942330,0.450000,-0.741047,-1.098956,-3.641618,1.897688,-1.080313,-2.971564
144.000000,-1.208142,-1.176367,0.131635,0.494297,0.341719,0.282564,0.528308,0.660552,0.431711,0.139222,-2.608492,2.326375,-0.307237,-2.161286,2.219530,-4.010290,2.956945,0.460577,-0.743651,-1.104579,-3.662484,1.906810,-1.086323,-2.983941
145.000000,-1.207143,-1.175495,0.132082,0.494610,0.341321,0.283892,0.527857,0.661263,0.431895,0.141647,-2.615076,2.328872,-0.307216,-2.167052,2.224510,-4.029822,2.971438,0.471102,-0.746240,-1.110177,-3.683127,1.915818,-1.092277,-2.996218
146.000000,-1.206155,-1.174621,0.132519,0.494947,0.340942,0.285201,0.527387,0.661951,0.432081,0.144028,-2.621596,2.331330,-0.307220,-2.172760,2.229444,-4.049141,2.985809,0.481576,-0.748813,-1.115751,-3.703549,1.924714,-1.098177,-3.008398
147.000000,-1.205179,-1.173747,0.132944,0.495307,0.340581,0.286492,0.526898,0.662615,0.432271,0.146366,-2.628054,2.333750,-0.307247,-2.178412,2.234334,-4.068248,3.000062,0.491997,-0.751370,-1.121300,-3.723755,1.933500,-1.104023,-3.020482
148.000000,-1.204216,-1.172871,0.133358,0.495689,0.340237,0.287765,0.526392,0.663255,0.432464,0.148662,-2.634451,2.336133,-0.307298,-2.184008,2.239180,-4.087147,3.014196,0.502367,-0.753912,-1.126824,-3.743749,1.942179,-1.109816,-3.032471
149.000000,-1.203266,-1.171996,0.133762,0.496094,0.339911,0.289023,0.525868,0.663873,0.432659,0.150918,-2.640788,2.338481,-0.307370,-2.189549,2.243982,-4.105842,3.028214,0.512685,-0.756438,-1.132324,-3.763533,1.950752,-1.115556,-3.044368
150.000000,-1.202329,-1.171120,0.134154,0.496520,0.339603,0.290264,0.525327,0.664469,0.432856,0.153133,-2.647066,2.340793,-0.307463,-2.195037,2.248743,-4.124336,3.042117,0.522951,-0.758948,-1.137800,-3.783111,1.959221,-1.121244,-3.056172
151.000000,-1.201405,-1.170245,0.134536,0.496968,0.339311,0.291491,0.524770,0.665043,0.433055,0.155310,-2.653286,2.343072,-0.307577,-2.200473,2.253463,-4.142633,3.055906,0.533166,-0.761442,-1.143251,-3.802487,1.967588,-1.126881,-3.067887
152.000000,-1.200494,-1.169371,0.134907,0.497437,0.339036,0.292704,0.524197,0.665596,0.433256,0.157450,-2.659449,2.345317,-0.307710,-2.205858,2.258142,-4.160735,3.069583,0.543329,-0.763921,-1.148678,-3.821664,1.975856,-1.132466,-3.079513
153.000000,-1.199596,-1.168498,0.135267,0.497927,0.338778,0.293903,0.523608,0.666128,0.433458,0.159552,-2.665557,2.347529,-0.307862,-2.211192,2.262781,-4.178645,3.083150,0.553441,-0.766384,-1.154082,-3.840646,1.984025,-1.138002,-3.091051
154.000000,-1.198712,-1.167626,0.135617,0.498437,0.338536,0.295089,0.523005,0.666640,0.433661,0.161619,-2.671611,2.349709,-0.308032,-2.216477,2.267382,-4.196367,3.096607,0.563502,-0.768832,-1.159461,-3.859435,1.992098,-1.143487,-3.102504
155.000000,-1.197842,-1.166757,0.135956,0.498968,0.338310,0.296264,0.522387,0.667132,0.433864,0.163651,-2.677611,2.351858,-0.308220,-2.221713,2.271945,-4.213903,3.109956,0.573512,-0.771264,-1.164817,-3.878035,2.000077,-1.148924,-3.113871
156.000000,-1.196986,-1.165889,0.136285,0.499518,0.338100,0.297426,0.521756,0.667605,0.434068,0.165649,-2.683558,2.353977,-0.308425,-2.226902,2.276471,-4.231257,3.123198,0.583470,-0.773681,-1.170149,-3.896448,2.007962,-1.154312,-3.125156
157.000000,-1.196143,-1.165024,0.136603,0.500088,0.337906,0.298578,0.521111,0.668059,0.434272,0.167614,-2.689454,2.356065,-0.308646,-2.232044,2.280959,-4.248432,3.136336,0.593378,-0.776082,-1.175458,-3.914679,2.015757,-1.159653,-3.136358
158.000000,-1.195315,-1.164161,0.136912,0.500677,0.337726,0.299719,0.520452,0.668495,0.434476,0.169547,-2.695300,2.358125,-0.308883,-2.237141,2.285413,-4.265430,3.149369,0.603236,-0.778468,-1.180743,-3.932730,2.023462,-1.164947,-3.147479
159.000000,-1.194500,-1.163302,0.137211,0.501284,0.337561,0.300850,0.519782,0.668913,0.434680,0.171448,-2.701096,2.360156,-0.309134,-2.242193,2.289830,-4.282254,3.162299,0.613042,-0.780838,-1.186005,-3.950603,2.031080,-1.170194,-3.158521
160.000000,-1.193700,-1.162446,0.137500,0.501911,0.337411,0.301971,0.519099,0.669313,0.434883,0.173319,-2.706843,2.362159,-0.309400,-2.247200,2.294214,-4.298907,3.175129,0.622799,-0.783193,-1.191244,-3.968303,2.038611,-1.175395,-3.169484
161.000000,-1.192914,-1.161593,0.137779,0.502555,0.337276,0.303083,0.518405,0.669696,0.435085,0.175160,-2.712542,2.364134,-0.309681,-2.252165,2.298564,-4.315392,3.187858,0.632505,-0.785533,-1.196459,-3.985831,2.046058,-1.180551,-3.180370
162.000000,-1.192142,-1.160743,0.138049,0.503217,0.337154,0.304187,0.517699,0.670063,0.435287,0.176971,-2.718195,2.366083,-0.309974,-2.257086,2.302880,-4.331712,3.200488,0.642161,-0.787857,-1.201652,-4.003191,2.053421,-1.185662,-3.191180
163.000000,-1.191385,-1.159898,0.138310,0.503896,0.337046,0.305282,0.516982,0.670413,0.435487,0.178755,-2.723801,2.368006,-0.310281,-2.261967,2.307164,-4.347868,3.213021,0.651768,-0.790166,-1.206821,-4.020385,2.060703,-1.190730,-3.201914
164.000000,-1.190642,-1.159056,0.138561,0.504592,0.336951,0.306369,0.516255,0.670748,0.435687,0.180510,-2.729362,2.369903,-0.310600,-2.266806,2.311416,-4.363865,3.225457,0.661325,-0.792460,-1.211968,-4.037416,2.067905,-1.195754,-3.212575
165.000000,-1.189913,-1.158218,0.138804,0.505305,0.336870,0.307448,0.515518,0.671067,0.435885,0.182239,-2.734879,2.371775,-0.310931,-2.271605,2.315637,-4.379703,3.237798,0.670833,-0.794738,-1.217092,-4.054286,2.075028,-1.200735,-3.223163
166.000000,-1.189199,-1.157385,0.139038,0.506035,0.336802,0.308520,0.514771,0.671372,0.436081,0.183941,-2.740352,2.373623,-0.311273,-2.276364,2.319827,-4.395386,3.250046,0.680291,-0.797001,-1.222194,-4.070999,2.082074,-1.205675,-3.233679
167.000000,-1.188499,-1.156556,0.139264,0.506781,0.336746,0.309585,0.514015,0.671662,0.436276,0.185617,-2.745781,2.375446,-0.311627,-2.281084,2.323987,-4.410917,3.262200,0.689701,-0.799248,-1.227273,-4.087556,2.089043,-1.210572,-3.244124
168.000000,-1.187813,-1.155732,0.139481,0.507542,0.336702,0.310642,0.513250,0.671937,0.436470,0.187269,-2.751169,2.377246,-0.311991,-2.285767,2.328117,-4.426297,3.274263,0.699061,-0.801481,-1.232330,-4.103960,2.095938,-1.215429,-3.254500
169.000000,-1.187143,-1.154912,0.139690,0.508319,0.336671,0.311693,0.512476,0.672199,0.436661,0.188895,-2.756515,2.379023,-0.312366,-2.290411,2.332218,-4.441529,3.286235,0.708374,-0.803698,-1.237365,-4.120214,2.102760,-1.220246,-3.264806
170.000000,-1.186486,-1.154098,0.139892,0.509111,0.336651,0.312738,0.511695,0.672448,0.436851,0.190498,-2.761820,2.380777,-0.312750,-2.295019,2.336291,-4.456615,3.298117,0.717637,-0.805900,-1.242377,-4.136320,2.109510,-1.225023,-3.275045
171.000000,-1.185844,-1.153288,0.140085,0.509918,0.336643,0.313777,0.510905,0.672684,0.437039,0.192078,-2.767084,2.382509,-0.313144,-2.299590,2.340335,-4.471557,3.309912,0.726853,-0.808086,-1.247368,-4.152281,2.116189,-1.229760,-3.285217
172.000000,-1.185217,-1.152483,0.140271,0.510739,0.336646,0.314809,0.510108,0.672907,0.437225,0.193635,-2.772310,2.384219,-0.313548,-2.304126,2.344353,-4.486359,3.321619,0.736021,-0.810258,-1.252337,-4.168098,2.122799,-1.234459,-3.295324
173.000000,-1.184603,-1.151684,0.140450,0.511575,0.336659,0.315836,0.509303,0.673118,0.437409,0.195170,-2.777496,2.385908,-0.313960,-2.308626,2.348343,-4.501021,3.333240,0.745142,-0.812414,-1.257284,-4.183773,2.129340,-1.239120,-3.305365
174.000000,-1.184005,-1.150890,0.140622,0.512424,0.336684,0.316857,0.508492,0.673317,0.437591,0.196683,-2.782644,2.387576,-0.314380,-2.313092,2.352306,-4.515546,3.344776,0.754215,-0.814555,-1.262210,-4.199310,2.135814,-1.243744,-3.315342
175.000000,-1.183421,-1.150101,0.140786,0.513287,0.336718,0.317872,0.507674,0.673505,0.437771,0.198174,-2.787755,2.389223,-0.314809,-2.317523,2.356244,-4.529937,3.356228,0.763241,-0.816682,-1.267114,-4.214711,2.142222,-1.248331,-3.325256
176.000000,-1.182851,-1.149318,0.140944,0.514163,0.336763,0.318882,0.506850,0.673681,0.437949,0.199646,-2.792828,2.390851,-0.315246,-2.321921,2.360156,-4.544195,3.367597,0.772220,-0.818793,-1.271996,-4.229976,2.148566,-1.252881,-3.335108
177.000000,-1.182295,-1.148540,0.141095,0.515053,0.336818,0.319887,0.506019,0.673847,0.438125,0.201096,-2.797865,2.392459,-0.315690,-2.326286,2.364043,-4.558322,3.378884,0.781152,-0.820889,-1.276858,-4.245109,2.154845,-1.257396,-3.344898
178.000000,-1.181754,-1.147768,0.141239,0.515955,0.336882,0.320886,0.505184,0.674002,0.438298,0.202528,-2.802867,2.394047,-0.316142,-2.330619,2.367906,-4.572321,3.390090,0.790038,-0.822970,-1.281698,-4.260112,2.161062,-1.261875,-3.354627
179.000000,-1.181228,-1.147001,0.141377,0.516870,0.336956,0.321881,0.504342,0.674147,0.438470,0.203939,-2.807832,2.395617,-0.316600,-2.334920,2.371744,-4.586192,3.401216,0.798878,-0.825035,-1.286517,-4.274986,2.167218,-1.266320,-3.364297
180.000000,-1.180715,-1.146241,0.141510,0.517797,0.337038,0.322870,0.503496,0.674283,0.438640,0.205332,-2.812763,2.397168,-0.317065,-2.339189,2.375558,-4.599939,3.412263,0.807672,-0.827086,-1.291315,-4.289733,2.173312,-1.270730,-3.373908
181.000000,-1.180217,-1.145486,0.141636,0.518735,0.337130,0.323855,0.502645,0.674409,0.438807,0.206707,-2.817660,2.398701,-0.317537,-2.343427,2.379349,-4.613563,3.423232,0.816420,-0.829123,-1.296093,-4.304356,2.179348,-1.275106,-3.383461
182.000000,-1.179733,-1.144737,0.141756,0.519686,0.337230,0.324835,0.501789,0.674526,0.438972,0.208063,-2.822523,2.400216,-0.318015,-2.347635,2.383117,-4.627066,3.434123,0.825123,-0.831144,-1.300850,-4.318856,2.185324,-1.279450,-3.392956
183.000000,-1.179263,-1.143994,0.141870,0.520648,0.337338,0.325810,0.500929,0.674633,0.439136,0.209402,-2.827353,2.401713,-0.318500,-2.351813,2.386862,-4.640450,3.444939,0.833781,-0.833150,-1.305586,-4.333235,2.191243,-1.283760,-3.402394
184.000000,-1.178808,-1.143257,0.141980,0.521621,0.337455,0.326781,0.500065,0.674733,0.439297,0.210724,-2.832150,2.403193,-0.318990,-2.355961,2.390585,-4.653716,3.455679,0.842394,-0.835141,-1.310302,-4.347495,2.197106,-1.288039,-3.411777
185.000000,-1.178366,-1.142525,0.142083,0.522605,0.337579,0.327747,0.499197,0.674824,0.439457,0.212029,-2.836915,2.404656,-0.319485,-2.360079,2.394286,-4.666866,3.466344,0.850962,-0.837118,-1.314998,-4.361637,2.202912,-1.292285,-3.421104
186.000000,-1.177939,-1.141800,0.142182,0.523599,0.337711,0.328708,0.498325,0.674907,0.439614,0.213317,-2.841648,2.406103,-0.319986,-2.364169,2.397966,-4.679902,3.476937,0.859486,-0.839080,-1.319674,-4.375664,2.208664,-1.296500,-3.430377
187.000000,-1.177525,-1.141081,0.142275,0.524604,0.337850,0.329665,0.497450,0.674983,0.439769,0.214589,-2.846350,2.407533,-0.320492,-2.368231,2.401625,-4.692826,3.487456,0.867966,-0.841027,-1.324329,-4.389577,2.214362,-1.300685,-3.439596
188.000000,-1.177126,-1.140368,0.142364,0.525619,0.337996,0.330617,0.496572,0.675051,0.439923,0.215845,-2.851021,2.408948,-0.321003,-2.372264,2.405263,-4.705639,3.497904,0.876403,-0.842960,-1.328965,-4.403378,2.220007,-1.304839,-3.448762
